Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng
Orange,GLN7015,TQ3308080930,4.5,GSM,1800,14.4,32,,51.511121,-0.082041
Orange,GLN7016,TQ3268080840,3.2,GSM,1800,16.8,32,,51.510407,-0.087837
Orange,GLN7017,TQ3355081100,6.6,GSM,1800,15,32,,51.512538,-0.075207
Orange,GLN7017,TQ3355081100,6.6,UMTS,2100,16.8,,65,51.512538,-0.075207
Orange,GLN7018,TQ3244080980,5.7,GSM,1800,18.2,32,,51.511721,-0.091241
Orange,GLN7018,TQ3244080980,5.7,UMTS,2100,20.7,,65,51.511721,-0.091241
Orange,GLN7019,TQ3190081130,5.4,GSM,1800,15.5,32,,51.513196,-0.098963
Orange,GLN7019,TQ3190081130,5.4,UMTS,2100,17.5,,65,51.513196,-0.098963
Orange,GLN7022,TQ3304081060,4.3,GSM,1800,22,32,,51.512299,-0.082569
Orange,GLN7022,TQ3304081060,4.3,UMTS,2100,17.8,,65,51.512299,-0.082569
Orange,GLN7023,TQ3296081110,4,GSM,1800,19.1,32,,51.512767,-0.083702
Orange,GLN7024,TQ3281081160,3.1,GSM,1800,14.9,32,,51.513252,-0.085844
Orange,GLN7025,TQ3245081090,5,GSM,1800,14.6,32,,51.512707,-0.091056
Orange,GLN7027,TQ3335081000,7,GSM,1800,15.5,32,,51.511687,-0.078126
Orange,GLN7027,TQ3335081000,7,UMTS,2100,17.3,,65,51.511687,-0.078126
Orange,GLN7028,TQ3285081280,5.5,GSM,1800,16.3,32,,51.514321,-0.085222
Orange,GLN7028,TQ3285081280,5.5,UMTS,2100,18.2,,65,51.514321,-0.085222
Orange,GLN7031,TQ3319081630,4,GSM,1800,14.5,32,,51.517387,-0.080193
Orange,GLN7032,TQ2616077690,7.8,GSM,1800,15,32,,51.483588,-0.182876
Orange,GLN7032,TQ2616077690,7.8,UMTS,2100,16.8,,65,51.483588,-0.182876
Orange,GLN7033,TQ3285081360,5.7,GSM,1800,15.6,32,,51.51504,-0.085192
Orange,GLN7033,TQ3285081360,5.7,UMTS,2100,17.4,,65,51.51504,-0.085192
Orange,GLN7035,TQ3235081070,4.8,GSM,1800,13.9,32,,51.512551,-0.092503
Orange,GLN7036,TQ3309081580,6.5,GSM,1800,17.4,32,,51.516961,-0.081652
Orange,GLN7036,TQ3309081580,6.5,UMTS,2100,19.8,,65,51.516961,-0.081652
Orange,GLN7037,TQ3284081560,6,GSM,1800,16.5,32,,51.51684,-0.085261
Orange,GLN7037,TQ3284081560,6,UMTS,2100,18.4,,65,51.51684,-0.085261
Orange,GLN7038,TQ3373081150,4,GSM,1800,14.5,32,,51.512945,-0.072596
Orange,GLN7039,TQ3268081710,4,GSM,1800,16.6,32,,51.518226,-0.087509
Orange,GLN7040,TQ3214081640,4.9,GSM,1800,16.6,32,,51.517723,-0.095314
Orange,GLN7040,TQ3214081640,4.9,UMTS,2100,16.9,,65,51.517723,-0.095314
Orange,GLN7041,TQ3337081680,4,GSM,1800,15.4,32,,51.517794,-0.077581
Orange,GLN7042,TQ3270081930,4,GSM,1800,21.7,32,,51.520198,-0.087138
Orange,GLN7043,TQ3228081880,4,GSM,1800,17.3,32,,51.519847,-0.093208
Orange,GLN7044,TQ3249081720,3.2,GSM,1800,15.1,32,,51.51836,-0.090242
Orange,GLN7044,TQ3249081720,3.2,UMTS,2100,16.9,,65,51.51836,-0.090242
Orange,GLN7045,TQ3167080940,7.4,GSM,1800,14.6,32,,51.511542,-0.102347
Orange,GLN7045,TQ3167080940,7.4,UMTS,2100,16.3,,65,51.511542,-0.102347
Orange,GLN7047,TQ3150081300,4.4,GSM,1800,14.9,32,,51.514817,-0.104661
Orange,GLN7048,TQ3153081760,2.4,GSM,1800,14.2,32,,51.518944,-0.104057
Orange,GLN7049,TQ3146081770,10,GSM,1800,15.4,32,,51.51905,-0.105062
Orange,GLN7049,TQ3146081770,10,UMTS,2100,17.4,,65,51.51905,-0.105062
Orange,GLN7050,TQ3139081270,4,GSM,1800,14.7,32,,51.514573,-0.106257
Orange,GLN7050,TQ3139081270,4,UMTS,2100,16.4,,65,51.514573,-0.106257
Orange,GLN7052,TQ3146081050,7.5,GSM,1800,14.6,32,,51.512579,-0.10533
Orange,GLN7052,TQ3146081050,7.5,UMTS,2100,16.3,,65,51.512579,-0.10533
Orange,GLN7053,TQ3136080790,3.8,GSM,1800,17,32,,51.510266,-0.106868
Orange,GLN7054,TQ3112080790,5.4,GSM,1800,16.8,32,,51.510321,-0.110324
Orange,GLN7054,TQ3112080790,5.4,UMTS,2100,18.7,,65,51.510321,-0.110324
Orange,GLN7055,TQ3113081290,5.7,GSM,1800,15.6,32,,51.514813,-0.109995
Orange,GLN7055,TQ3113081290,5.7,UMTS,2100,17.4,,65,51.514813,-0.109995
Orange,GLN7056,TQ3129081460,4.3,GSM,1800,14.8,32,,51.516304,-0.107626
Orange,GLN7058,TQ3107081810,12.4,GSM,1800,15.9,32,,51.5195,-0.110665
Orange,GLN7061,TQ3104081260,5,GSM,1800,15.3,32,,51.514564,-0.111302
Orange,GLN7061,TQ3104081260,5,UMTS,2100,17.3,,65,51.514564,-0.111302
Orange,GLN7063,TQ3070081830,7,GSM,1800,14.5,32,,51.519766,-0.115988
Orange,GLN7063,TQ3070081830,7,UMTS,2100,16.1,,65,51.519766,-0.115988
Orange,GLN7065,TQ3133081890,3.8,GSM,1800,15.7,32,,51.520159,-0.10689
Orange,GLN7066,TQ3124081950,4.7,GSM,1800,14.4,32,,51.520719,-0.108164
Orange,GLN7067,TQ3122082040,4,GSM,1800,16.3,32,,51.521533,-0.108419
Orange,GLN7068,TQ3440081300,8,GSM,1800,16.9,32,,51.514134,-0.062888
Orange,GLN7069,TQ3057081160,8.2,GSM,1800,16.1,32,,51.513774,-0.118109
Orange,GLN7069,TQ3057081160,8.2,UMTS,2100,18,,65,51.513774,-0.118109
Orange,GLN7071,TQ3042081280,3.7,GSM,1800,15.5,32,,51.514887,-0.120226
Orange,GLN7071,TQ3042081280,3.7,UMTS,2100,17.3,,65,51.514887,-0.120226
Orange,GLN7073,TQ3012081340,4,GSM,1800,14.8,32,,51.515496,-0.124525
Orange,GLN7074,TQ2867080530,6.3,GSM,1800,15.8,32,,51.508548,-0.145708
Orange,GLN7074,TQ2867080530,6.3,UMTS,2100,17.6,,65,51.508548,-0.145708
Orange,GLN7075,TQ3020080750,4.4,GSM,1800,15.4,32,,51.510175,-0.12359
Orange,GLN7075,TQ3020080750,4.4,UMTS,2100,17.4,,65,51.510175,-0.12359
Orange,GLN7076,TQ2867080110,7,GSM,1800,15.4,32,,51.504773,-0.145862
Orange,GLN7076,TQ2867080110,7,UMTS,2100,15.5,,65,51.504773,-0.145862
Orange,GLN7077,TQ2974080610,6.3,GSM,1800,15.4,32,,51.509022,-0.130268
Orange,GLN7078,TQ2904081440,6.6,GSM,1800,15,32,,51.516642,-0.140046
Orange,GLN7078,TQ2904081440,6.6,UMTS,2100,16.8,,65,51.516642,-0.140046
Orange,GLN7079,TQ2917081290,6.2,GSM,1800,19.5,32,,51.515265,-0.138228
Orange,GLN7079,TQ2917081290,6.2,UMTS,2100,18.4,,65,51.515265,-0.138228
Orange,GLN7080,TQ2905081380,5.7,GSM,1800,15.6,32,,51.516101,-0.139924
Orange,GLN7080,TQ2905081380,5.7,UMTS,2100,17.6,,65,51.516101,-0.139924
Orange,GLN7081,TQ2939081220,10,GSM,1800,20.3,32,,51.514585,-0.135085
Orange,GLN7081,TQ2939081220,10,UMTS,2100,16,,65,51.514585,-0.135085
Orange,GLN7082,TQ2857081060,6.2,GSM,1800,15.5,32,,51.513334,-0.146955
Orange,GLN7082,TQ2857081060,6.2,UMTS,2100,17.3,,65,51.513334,-0.146955
Orange,GLN7083,TQ3289080270,7.7,GSM,1800,24.5,32,,51.505234,-0.085027
Orange,GLN7083,TQ3289080270,7.7,UMTS,2100,21,,65,51.505234,-0.085027
Orange,GLN7084,TQ2890080360,6.2,GSM,1800,14.8,32,,51.506968,-0.142458
Orange,GLN7084,TQ2890080360,6.2,UMTS,2100,16.5,,65,51.506968,-0.142458
Orange,GLN7085,TQ2855081050,5.3,GSM,1800,17.6,32,,51.513249,-0.147247
Orange,GLN7085,TQ2855081050,5.3,UMTS,2100,20,,65,51.513249,-0.147247
Orange,GLN7088,TQ2851080220,4,GSM,1800,15.1,32,,51.505798,-0.148126
Orange,GLN7089,TQ2951081540,6.7,GSM,1800,14.7,32,,51.517434,-0.133239
Orange,GLN7089,TQ2951081540,6.7,UMTS,2100,16.4,,65,51.517434,-0.133239
Orange,GLN7090,TQ3317081650,4.1,GSM,1800,15,32,,51.517571,-0.080473
Orange,GLN7091,TQ2824080420,5,GSM,1800,16.9,32,,51.507657,-0.151942
Orange,GLN7092,TQ2940080500,10,GSM,1800,14.3,32,,51.508112,-0.135205
Orange,GLN7092,TQ2940080500,10,UMTS,2100,16.3,,65,51.508112,-0.135205
Orange,GLN7094,TQ2819080800,6,GSM,1800,20.3,32,,51.511084,-0.152524
Orange,GLN7095,TQ2820080910,4,GSM,1800,15.7,32,,51.51207,-0.15234
Orange,GLN7095,TQ2820080910,4,UMTS,2100,17.5,,65,51.51207,-0.15234
Orange,GLN7096,TQ2841080930,9.5,GSM,1800,16.5,32,,51.512202,-0.149307
Orange,GLN7096,TQ2841080930,9.5,UMTS,2100,18.5,,65,51.512202,-0.149307
Orange,GLN7098,TQ3017081450,5,GSM,1800,15.6,32,,51.516473,-0.123764
Orange,GLN7098,TQ3017081450,5,UMTS,2100,17.4,,65,51.516473,-0.123764
Orange,GLN7099,TQ3004081000,5.2,GSM,1800,20.1,32,,51.512459,-0.125803
Orange,GLN7101,TQ3059080840,8.5,GSM,1800,16.1,32,,51.510894,-0.11794
Orange,GLN7101,TQ3059080840,8.5,UMTS,2100,18,,65,51.510894,-0.11794
Orange,GLN7102,TQ3033080570,7.7,GSM,1800,16.5,32,,51.508527,-0.121785
Orange,GLN7103,TQ3260080130,9.5,GSM,1800,22.5,32,,51.504044,-0.089256
Orange,GLN7103,TQ3260080130,9.5,UMTS,2100,18.8,,65,51.504044,-0.089256
Orange,GLN7104,TQ3027080560,4.3,GSM,1800,15.2,32,,51.508451,-0.122652
Orange,GLN7106,TQ3328082280,5,GSM,1800,16.4,32,,51.523207,-0.07865
Orange,GLN7106,TQ3328082280,5,UMTS,2100,18.3,,65,51.523207,-0.07865
Orange,GLN7107,TQ3327082550,4,GSM,1800,15.6,32,,51.525636,-0.078692
Orange,GLN7107,TQ3327082550,4,UMTS,2100,17.6,,65,51.525636,-0.078692
Orange,GLN7108,TQ3328082340,5.4,GSM,1800,14.5,32,,51.523747,-0.078627
Orange,GLN7108,TQ3328082340,5.4,UMTS,2100,16.2,,65,51.523747,-0.078627
Orange,GLN7109,TQ3300082240,5,GSM,1800,15,32,,51.522914,-0.082699
Orange,GLN7109,TQ3300082240,5,UMTS,2100,16.8,,65,51.522914,-0.082699
Orange,GLN7110,TQ3322082090,5,GSM,1800,14.8,32,,51.521514,-0.079586
Orange,GLN7110,TQ3322082090,5,UMTS,2100,16.8,,65,51.521514,-0.079586
Orange,GLN7113,TQ3293082380,11,GSM,1800,21.2,32,,51.524189,-0.083655
Orange,GLN7113,TQ3293082380,11,UMTS,2100,20.7,,65,51.524189,-0.083655
Orange,GLN7114,TQ3754082920,4,GSM,1800,14.1,32,,51.527937,-0.017027
Orange,GLN7117,TQ3238082240,2.7,GSM,1800,14.9,32,,51.52306,-0.091632
Orange,GLN7117,TQ3238082240,2.7,UMTS,2100,16.6,,65,51.52306,-0.091632
Orange,GLN7118,TQ3216082420,6,GSM,1800,17.5,32,,51.524729,-0.094734
Orange,GLN7119,TQ3240082760,6.7,GSM,1800,15,32,,51.527728,-0.091148
Orange,GLN7119,TQ3240082760,6.7,UMTS,2100,16.8,,65,51.527728,-0.091148
Orange,GLN7120,TQ3209082000,6.6,GSM,1800,14.9,32,,51.52097,-0.0959
Orange,GLN7120,TQ3209082000,6.6,UMTS,2100,16.9,,65,51.52097,-0.0959
Orange,GLN7121,TQ3174081470,7.1,GSM,1800,14.9,32,,51.516289,-0.10114
Orange,GLN7121,TQ3174081470,7.1,UMTS,2100,16.6,,65,51.516289,-0.10114
Orange,GLN7122,TQ3176081980,4.5,GSM,1800,15.1,32,,51.520868,-0.100661
Orange,GLN7122,TQ3176081980,4.5,UMTS,2100,17.1,,65,51.520868,-0.100661
Orange,GLN7123,TQ3166081980,4,GSM,1800,15.5,32,,51.520891,-0.102102
Orange,GLN7123,TQ3166081980,4,UMTS,2100,17.3,,65,51.520891,-0.102102
Orange,GLN7124,TQ3162082190,7.2,GSM,1800,15.5,32,,51.522788,-0.1026
Orange,GLN7124,TQ3162082190,7.2,UMTS,2100,17.3,,65,51.522788,-0.1026
Orange,GLN7125,TQ3140082430,6.5,GSM,1800,16.3,32,,51.524996,-0.10568
Orange,GLN7126,TQ3159082300,7.3,GSM,1800,14.1,32,,51.523783,-0.102991
Orange,GLN7126,TQ3159082300,7.3,UMTS,2100,15.8,,65,51.523783,-0.102991
Orange,GLN7127,TQ3161081860,5,GSM,1800,15.6,32,,51.519824,-0.102867
Orange,GLN7127,TQ3161081860,5,UMTS,2100,17.6,,65,51.519824,-0.102867
Orange,GLN7130,TQ3186081240,3,GSM,1800,15.4,32,,51.514194,-0.099498
Orange,GLN7131,TQ3206081500,3.2,GSM,1800,16.4,32,,51.516484,-0.096519
Orange,GLN7132,TQ3179081650,8,GSM,1800,15.3,32,,51.517895,-0.100353
Orange,GLN7132,TQ3179081650,8,UMTS,2100,17.3,,65,51.517895,-0.100353
Orange,GLN7133,TQ3123082330,4.1,GSM,1800,21.3,32,,51.524137,-0.108167
Orange,GLN7134,TQ3107082200,7.2,GSM,1800,15.1,32,,51.523006,-0.11052
Orange,GLN7135,TQ3138082310,3.3,GSM,1800,15.1,32,,51.523922,-0.106013
Orange,GLN7135,TQ3138082310,3.3,UMTS,2100,17.1,,65,51.523922,-0.106013
Orange,GLN7136,TQ3141081940,3.9,GSM,1800,19.9,32,,51.52059,-0.105719
Orange,GLN7138,TQ3256082400,3.7,GSM,1800,15.1,32,,51.524455,-0.088978
Orange,GLN7138,TQ3256082400,3.7,UMTS,2100,17.1,,65,51.524455,-0.088978
Orange,GLN7139,TQ3089085420,7.1,GSM,1800,14,32,,51.551987,-0.111916
Orange,GLN7140,TQ2749081960,6,GSM,1800,15.3,32,,51.521668,-0.162187
Orange,GLN7141,TQ2779081600,5.5,GSM,1800,15.1,32,,51.518365,-0.157995
Orange,GLN7141,TQ2779081600,5.5,UMTS,2100,17.1,,65,51.518365,-0.157995
Orange,GLN7142,TQ2729081540,7,GSM,1800,15.7,32,,51.517938,-0.16522
Orange,GLN7142,TQ2729081540,7,UMTS,2100,17.5,,65,51.517938,-0.16522
Orange,GLN7143,TQ2775081970,10,GSM,1800,16,32,,51.521699,-0.158437
Orange,GLN7143,TQ2775081970,10,UMTS,2100,18,,65,51.521699,-0.158437
Orange,GLN7144,TQ2794081280,6.8,GSM,1800,14,32,,51.515455,-0.15595
Orange,GLN7144,TQ2794081280,6.8,UMTS,2100,15.6,,65,51.515455,-0.15595
Orange,GLN7146,TQ2803081660,6,GSM,1800,15.4,32,,51.51885,-0.154516
Orange,GLN7148,TQ2964081390,6,GSM,1800,15.1,32,,51.516056,-0.131421
Orange,GLN7148,TQ2964081390,6,UMTS,2100,16.9,,65,51.516056,-0.131421
Orange,GLN7149,TQ2810081540,7,GSM,1800,14.9,32,,51.517755,-0.153551
Orange,GLN7150,TQ2806081750,6,GSM,1800,16.5,32,,51.519652,-0.154051
Orange,GLN7150,TQ2806081750,6,UMTS,2100,18.5,,65,51.519652,-0.154051
Orange,GLN7151,TQ2929080370,4.4,GSM,1800,15.4,32,,51.506968,-0.136837
Orange,GLN7151,TQ2929080370,4.4,UMTS,2100,17.2,,65,51.506968,-0.136837
Orange,GLN7152,TQ2831081710,9,GSM,1800,15.5,32,,51.519235,-0.150464
Orange,GLN7152,TQ2831081710,9,UMTS,2100,17.3,,65,51.519235,-0.150464
Orange,GLN7153,TQ2824081870,5,GSM,1800,21.9,32,,51.520689,-0.151414
Orange,GLN7153,TQ2824081870,5,UMTS,2100,18.4,,65,51.520689,-0.151414
Orange,GLN7154,TQ2856081240,7.8,GSM,1800,15.5,32,,51.514954,-0.147034
Orange,GLN7154,TQ2856081240,7.8,UMTS,2100,17.3,,65,51.514954,-0.147034
Orange,GLN7155,TQ2858081520,6,GSM,1800,15.5,32,,51.517466,-0.146643
Orange,GLN7155,TQ2858081520,6,UMTS,2100,17.3,,65,51.517466,-0.146643
Orange,GLN7156,TQ2840081760,5.5,GSM,1800,21.6,32,,51.519664,-0.149149
Orange,GLN7156,TQ2840081760,5.5,UMTS,2100,18,,65,51.519664,-0.149149
Orange,GLN7157,TQ2849081340,6.5,GSM,1800,14.5,32,,51.515869,-0.148005
Orange,GLN7157,TQ2849081340,6.5,UMTS,2100,16.2,,65,51.515869,-0.148005
Orange,GLN7158,TQ2851081620,6,GSM,1800,15.5,32,,51.518381,-0.147615
Orange,GLN7158,TQ2851081620,6,UMTS,2100,17.3,,65,51.518381,-0.147615
Orange,GLN7159,TQ2869081600,10.5,GSM,1800,15.7,32,,51.51816,-0.145029
Orange,GLN7159,TQ2869081600,10.5,UMTS,2100,17.5,,65,51.51816,-0.145029
Orange,GLN7161,TQ2919081830,7,GSM,1800,14.6,32,,51.520113,-0.137742
Orange,GLN7163,TQ2838081530,6,GSM,1800,14.5,32,,51.517602,-0.149521
Orange,GLN7163,TQ2838081530,6,UMTS,2100,16.2,,65,51.517602,-0.149521
Orange,GLN7164,TQ2899082080,3.5,GSM,1800,15.3,32,,51.522406,-0.140532
Orange,GLN7165,TQ2830078470,6,GSM,1800,18.4,32,,51.490117,-0.151787
Orange,GLN7165,TQ2830078470,6,UMTS,2100,17.4,,65,51.490117,-0.151787
Orange,GLN7166,TQ2897081610,7,GSM,1800,15.2,32,,51.518186,-0.140992
Orange,GLN7166,TQ2897081610,7,UMTS,2100,17.2,,65,51.518186,-0.140992
Orange,GLN7167,TQ2908081680,8,GSM,1800,15.5,32,,51.51879,-0.139382
Orange,GLN7167,TQ2908081680,8,UMTS,2100,17.3,,65,51.51879,-0.139382
Orange,GLN7168,TQ2917081980,6,GSM,1800,16.4,32,,51.521466,-0.137975
Orange,GLN7169,TQ2910082420,8,GSM,1800,18.3,32,,51.525437,-0.138823
Orange,GLN7169,TQ2910082420,8,UMTS,2100,20.6,,65,51.525437,-0.138823
Orange,GLN7170,TQ2919081540,6,GSM,1800,15.7,32,,51.517507,-0.137848
Orange,GLN7172,TQ2870080200,3.4,GSM,1800,13.5,32,,51.505575,-0.145397
Orange,GLN7173,TQ2925082110,5.5,GSM,1800,16.1,32,,51.522616,-0.136775
Orange,GLN7174,TQ2925082400,8,GSM,1800,24.3,32,,51.525223,-0.136669
Orange,GLN7175,TQ2944081520,4.9,GSM,1800,15.3,32,,51.51727,-0.134254
Orange,GLN7175,TQ2944081520,4.9,UMTS,2100,17.3,,65,51.51727,-0.134254
Orange,GLN7176,TQ2947081710,5,GSM,1800,15.6,32,,51.518971,-0.133752
Orange,GLN7178,TQ2614079660,8,GSM,1800,19.9,32,,51.501299,-0.18246
Orange,GLN7179,TQ2745081340,7,GSM,1800,15.1,32,,51.516105,-0.162987
Orange,GLN7179,TQ2745081340,7,UMTS,2100,16.9,,65,51.516105,-0.162987
Orange,GLN7180,TQ2768081210,3.5,GSM,1800,17,32,,51.514884,-0.159721
Orange,GLN7181,TQ3005080860,6,GSM,1800,16.1,32,,51.511198,-0.12571
Orange,GLN7181,TQ3005080860,6,UMTS,2100,18,,65,51.511198,-0.12571
Orange,GLN7182,TQ4225072750,5.5,GSM,1800,22.4,32,,51.435375,0.046736
Orange,GLN7182,TQ4225072750,5.5,UMTS,2100,18.7,,65,51.435375,0.046736
Orange,GLN7183,TQ4312072220,9,GSM,1800,16.1,32,,51.430393,0.059031
Orange,GLN7183,TQ4312072220,9,UMTS,2100,18,,65,51.430393,0.059031
Orange,GLN7185,TQ3064081980,4,GSM,1800,16,32,,51.521128,-0.116797
Orange,GLN7185,TQ3064081980,4,UMTS,2100,17.8,,65,51.521128,-0.116797
Orange,GLN7186,TQ3102082520,4.9,GSM,1800,15.4,32,,51.525893,-0.111122
Orange,GLN7186,TQ3102082520,4.9,UMTS,2100,17.4,,65,51.525893,-0.111122
Orange,GLN7187,TQ3066082520,8.5,GSM,1800,15,32,,51.525977,-0.116309
Orange,GLN7187,TQ3066082520,8.5,UMTS,2100,16.8,,65,51.525977,-0.116309
Orange,GLN7188,TQ3021082870,4.6,GSM,1800,15.9,32,,51.529226,-0.122663
Orange,GLN7188,TQ3021082870,4.6,UMTS,2100,17.9,,65,51.529226,-0.122663
Orange,GLN7190,TQ2912078180,5.7,GSM,1800,15.2,32,,51.487324,-0.140087
Orange,GLN7190,TQ2912078180,5.7,UMTS,2100,17,,65,51.487324,-0.140087
Orange,GLN7191,TQ2909083680,10,GSM,1800,15.5,32,,51.536764,-0.138505
Orange,GLN7191,TQ2909083680,10,UMTS,2100,17.3,,65,51.536764,-0.138505
Orange,GLN7192,TQ3474081380,6.4,GSM,1800,14.8,32,,51.514772,-0.05796
Orange,GLN7193,TQ2974082460,5,GSM,1800,16.3,32,,51.52565,-0.129586
Orange,GLN7194,TQ2729081440,3.2,GSM,1800,16.2,32,,51.51704,-0.165256
Orange,GLN7194,TQ2729081440,3.2,UMTS,2100,18.2,,65,51.51704,-0.165256
Orange,GLN7195,TQ2937081970,6.3,GSM,1800,14.7,32,,51.52133,-0.135098
Orange,GLN7196,TQ2957082500,4.6,GSM,1800,16.5,32,,51.526048,-0.132021
Orange,GLN7196,TQ2957082500,4.6,UMTS,2100,18.4,,65,51.526048,-0.132021
Orange,GLN7197,TQ2972081640,11.4,GSM,1800,15.1,32,,51.518284,-0.130177
Orange,GLN7197,TQ2972081640,11.4,UMTS,2100,16.9,,65,51.518284,-0.130177
Orange,GLN7199,TQ3655079370,5.8,GSM,1800,18.2,32,,51.496273,-0.032667
Orange,GLN7199,TQ3655079370,5.8,UMTS,2100,20.7,,65,51.496273,-0.032667
Orange,GLN7200,TQ3035081940,4,GSM,1800,15.7,32,,51.520835,-0.12099
Orange,GLN7200,TQ3035081940,4,UMTS,2100,17.7,,65,51.520835,-0.12099
Orange,GLN7204,TQ3061082720,7,GSM,1800,20.5,32,,51.527786,-0.116955
Orange,GLN7209,TQ3204080990,2.8,GSM,1800,12.7,32,,51.511905,-0.096999
Orange,GLN7209,TQ3204080990,2.8,UMTS,2100,14.2,,65,51.511905,-0.096999
Orange,GLN7210,TQ3223081410,3.8,GSM,1800,15.7,32,,51.515635,-0.094104
Orange,GLN7211,TQ2899081200,7.4,GSM,1800,13.8,32,,51.514497,-0.140854
Orange,GLN7211,TQ2899081200,7.4,UMTS,2100,15.4,,65,51.514497,-0.140854
Orange,GLN7212,TQ2801081030,7,GSM,1800,16.3,32,,51.513192,-0.155033
Orange,GLN7213,TQ2951080740,7.8,GSM,1800,15.5,32,,51.510243,-0.133533
Orange,GLN7213,TQ2951080740,7.8,UMTS,2100,17.3,,65,51.510243,-0.133533
Orange,GLN7216,TQ2943081350,4,GSM,1800,15.3,32,,51.515744,-0.134461
Orange,GLN7217,TQ2900080360,7,GSM,1800,21.3,32,,51.506945,-0.141017
Orange,GLN7218,TQ2873080680,6,UMTS,2100,16.6,,65,51.509882,-0.144789
Orange,GLN7219,TQ2651077750,4.6,GSM,1800,14.6,32,,51.484049,-0.177816
Orange,GLN7219,TQ2651077750,4.6,UMTS,2100,16.3,,65,51.484049,-0.177816
Orange,GLN7220,TQ2899081770,5,GSM,1800,14.3,32,,51.51962,-0.140645
Orange,GLN7220,TQ2899081770,5,UMTS,2100,16.3,,65,51.51962,-0.140645
Orange,GLN7221,TQ2907081210,11.5,GSM,1800,15.4,32,,51.514568,-0.139698
Orange,GLN7221,TQ2907081210,11.5,UMTS,2100,17.2,,65,51.514568,-0.139698
Orange,GLN7222,TQ2968081080,6.3,GSM,1800,14.9,32,,51.51326,-0.130959
Orange,GLN7222,TQ2968081080,6.3,UMTS,2100,16.6,,65,51.51326,-0.130959
Orange,GLN7223,TQ2983081040,8,GSM,1800,15,32,,51.512866,-0.128813
Orange,GLN7223,TQ2983081040,8,UMTS,2100,16.8,,65,51.512866,-0.128813
Orange,GLN7224,TQ2988081050,7.9,GSM,1800,15.7,32,,51.512945,-0.128089
Orange,GLN7224,TQ2988081050,7.9,UMTS,2100,17.5,,65,51.512945,-0.128089
Orange,GLN7227,TQ3031082310,5,GSM,1800,20.8,32,,51.52417,-0.121429
Orange,GLN7227,TQ3031082310,5,UMTS,2100,17.1,,65,51.52417,-0.121429
Orange,GLN7228,TQ3084081250,11,GSM,1800,14.6,32,,51.514521,-0.114187
Orange,GLN7228,TQ3084081250,11,UMTS,2100,16.6,,65,51.514521,-0.114187
Orange,GLN7229,TQ3026080500,8,GSM,1800,14.3,32,,51.507914,-0.122819
Orange,GLN7230,TQ3325081710,3.2,GSM,1800,7,32,,51.518091,-0.079298
Orange,GLN7231,TQ3181081430,5.5,GSM,1800,16,32,,51.515913,-0.100147
Orange,GLN7231,TQ3181081430,5.5,UMTS,2100,17.8,,65,51.515913,-0.100147
Orange,GLN7232,TQ3180081570,10,GSM,1800,15.5,32,,51.517173,-0.100239
Orange,GLN7233,TQ3193081740,4.5,GSM,1800,16.9,32,,51.518671,-0.098302
Orange,GLN7233,TQ3193081740,4.5,UMTS,2100,18.8,,65,51.518671,-0.098302
Orange,GLN7234,TQ3432082610,4.6,GSM,1800,15.4,32,,51.525927,-0.063541
Orange,GLN7236,TQ3161081130,7,GSM,1800,14.5,32,,51.513263,-0.10314
Orange,GLN7236,TQ3161081130,7,UMTS,2100,16.2,,65,51.513263,-0.10314
Orange,GLN7237,TQ3335081680,5,GSM,1800,14.6,32,,51.517798,-0.077869
Orange,GLN7237,TQ3335081680,5,UMTS,2100,16.3,,65,51.517798,-0.077869
Orange,GLN7238,TQ3481082720,6.6,GSM,1800,20.7,32,,51.526798,-0.056439
Orange,GLN7240,TQ3358081760,5,GSM,1800,15.5,32,,51.518463,-0.074525
Orange,GLN7240,TQ3358081760,5,UMTS,2100,17.3,,65,51.518463,-0.074525
Orange,GLN7241,TQ3016080630,2.9,GSM,1800,15.4,32,,51.509105,-0.124211
Orange,GLN7241,TQ3016080630,2.9,UMTS,2100,17.4,,65,51.509105,-0.124211
Orange,GLN7242,TQ3018081090,4.3,GSM,1800,15.7,32,,51.513235,-0.123753
Orange,GLN7244,TQ3341081890,5.3,GSM,1800,16.6,32,,51.519672,-0.076925
Orange,GLN7244,TQ3341081890,5.3,UMTS,2100,18.5,,65,51.519672,-0.076925
Orange,GLN7245,TQ3339081550,6,GSM,1800,15,32,,51.51662,-0.077342
Orange,GLN7245,TQ3339081550,6,UMTS,2100,16.8,,65,51.51662,-0.077342
Orange,GLN7246,TQ3349081440,4.5,GSM,1800,17.3,32,,51.515608,-0.075943
Orange,GLN7246,TQ3349081440,4.5,UMTS,2100,19.3,,65,51.515608,-0.075943
Orange,GLN7248,TQ2909080500,7.6,GSM,1800,19.8,32,,51.508183,-0.13967
Orange,GLN7248,TQ2909080500,7.6,UMTS,2100,15.5,,65,51.508183,-0.13967
Orange,GLN7249,TQ3362080930,5,GSM,1800,14.8,32,,51.510994,-0.074264
Orange,GLN7250,TQ3350080920,4,GSM,1800,15.3,32,,51.510932,-0.075996
Orange,GLN7250,TQ3350080920,4,UMTS,2100,17.1,,65,51.510932,-0.075996
